"","actor.followersCount","actor.friendsCount","actor.languages","actor.link","actor.preferredUsername","actor.statusesCount","body","generator.displayName","lat","lon","gnip.klout_score","inReplyTo.link","link","object.actor.displayName","object.actor.followersCount","object.actor.preferredUsername","object.actor.statusesCount","object.twitter_entities.hashtags.text","postedTime","day","hour","min","sec","comboTime","retweetCount","twitter_entities.hashtags.text","twitter_entities.user_mentions.screen_name","verb"
"195115",744,680,"en","http://www.twitter.com/sonnysofrito","sonnysofrito","2290","2NiTE PARTY WITH PURPOSE
@ BODY (701 W. 135th St)
PORTION OF PROCEEDS WILL GO TO SANDY RELIEF
 @ Body Lounge http://t.co/m1V1osO8","Instagram","40.82194371","-73.95749935","63","","http://twitter.com/sonnysofrito/statuses/264945840471293953","","","","","","2012-11-04T04:23:05.000Z",4,4,23,5,"11-04 04:23","0","","","post"
"51345",88,115,"en","http://www.twitter.com/Qbijon","Qbijon","4940","RT @GlobalGrind: FRANKENSTORM WATCH: Hurricane Sandy SHUTS DOWN the east coast! photos &gt;&gt;  http://t.co/hauM7KjN http://t.co/oYYlh5Ls","UberSocial for BlackBerry","39.9742884","-75.4388003","43","","http://twitter.com/Qbijon/statuses/262919888622989312","","","","","","2012-10-29T14:12:40.000Z",29,14,12,40,"10-29 14:12","0","","GlobalGrind","post"
"130481",138,280,"en","http://www.twitter.com/MakeIt_Slappy","MakeIt_Slappy","1260","The cage is broken #sandy :/ http://t.co/R6qmDMH2","Twitter for Android","41.80608735","-72.25392355","38","","http://twitter.com/MakeIt_Slappy/statuses/263311154741407744","","","","","","2012-10-30T16:07:27.000Z",30,16,7,27,"10-30 16:07","0","sandy","","post"
"62694",873,1716,"en","http://www.twitter.com/WebBarr","WebBarr","8219","Sandy can shut down work but they can't shut down CHIPOTLE! (@ Chipotle Mexican Grill) http://t.co/zHrzSRGQ","foursquare","38.92092198","-77.07226187","55","","http://twitter.com/WebBarr/statuses/262968516766998528","","","","","","2012-10-29T17:25:54.000Z",29,17,25,54,"10-29 17:25","0","","","post"
"31475",148,503,"en","http://www.twitter.com/b_mazzz","b_mazzz","1116","Not only is #hurricanesandy destroying my #ventnor apartment right now, I'm also stuck at my moms with #stinkbugs in my room #wtf #help","Twitter for iPhone","39.43474206","-74.59920748","41","","http://twitter.com/b_mazzz/statuses/262689722609061889","","","","","","2012-10-28T22:58:05.000Z",28,22,58,5,"10-28 22:58","","hurricanesandy,ventnor","","post"
"87682",127,359,"en","http://www.twitter.com/BigLouBruno","BigLouBruno","1516","...and BAM! ...I get it!!! #sandy #frankenstorm #noreaster #storm #wave #surf #splash # @ The Bruno Compound http://t.co/l4KBfvtK","Instagram","40.82283986","-73.80073403","43","","http://twitter.com/BigLouBruno/statuses/263050624374013952","","","","","","2012-10-29T22:52:10.000Z",29,22,52,10,"10-29 22:52","0","sandy,frankenstorm","","post"
"165313",15,26,"en","http://www.twitter.com/HCSherman902","HCSherman902","12","http://t.co/TUH7n9wU","Twitter for iPhone","42.44762967","-76.46609682","13","","http://twitter.com/HCSherman902/statuses/264018043208880128","","","","","","2012-11-01T14:56:21.000Z",1,14,56,21,"11-01 14:56","","","","post"
"36954",141,320,"es","http://www.twitter.com/SrWOM","SrWOM","209","#OMG @BarackObama declar? emergencia en #WashingtonDC por culpa de #Sandy #Hur @ Cleveland Park Neighborhood http://t.co/eFzsCGil","Instagram","38.93860803","-77.06026622","30","","http://twitter.com/SrWOM/statuses/262731999037517828","","","","","","2012-10-29T01:46:04.000Z",29,1,46,4,"10-29 01:46","","OMG,WashingtonDC","BarackObama","post"
"100802",212,332,"en","http://www.twitter.com/xsvengoechea","xsvengoechea","519","Ginormous tree next to our house just barely missed us. #sandy #frankenstorm #an @ St. George, Staten Island http://t.co/D2DnGumY","Instagram","40.64559116","-74.08288386","51","","http://twitter.com/xsvengoechea/statuses/263084726200446978","","","","","","2012-10-30T01:07:41.000Z",30,1,7,41,"10-30 01:07","0","sandy,frankenstorm","","post"
"118527",623,1077,"en","http://www.twitter.com/germankiwi","germankiwi","9891","dear followers at the US East Coast, please stay safe, warm and inside #Sandy","Twitter for iPhone","53.55752241","10.00127184","51","","http://twitter.com/germankiwi/statuses/263207839844167680","","","","","","2012-10-30T09:16:53.000Z",30,9,16,53,"10-30 09:16","0","Sandy","","post"
"103293",120,266,"en","http://www.twitter.com/notyourstarrr","notyourstarrr","2758","was sitting facing my open window pretending to captain the Andrea Gail. then realized I could just go outside. got some sick sandy footage.","Twitter for iPhone","40.59395977","-75.53979194","39","","http://twitter.com/notyourstarrr/statuses/263096129363800064","","","","","","2012-10-30T01:52:59.000Z",30,1,52,59,"10-30 01:52","0","","","post"
"77829",301,407,"fr","http://www.twitter.com/DesRicardo","DesRicardo","3645","Mwen sot suiv nan CNN sa #sandy ap fe si mesye sa se konsal te fe haiti patap ret haiti anko nn #mesibondye","TweetCaster for Android","18.5590227","-72.291372","41","","http://twitter.com/DesRicardo/statuses/263023008904536065","","","","","","2012-10-29T21:02:26.000Z",29,21,2,26,"10-29 21:02","0","sandy,mesibondye","","post"
"112803",53,120,"en","http://www.twitter.com/MarielleRyckman","MarielleRyckman","238","Stocking up the condom jar #freedomes #wear #rubbers #Sandy @ Kelowna http://t.co/uA0IDX8v","Instagram","49.93865164","-119.3902237","22","","http://twitter.com/MarielleRyckman/statuses/263135769663782912","","","","","","2012-10-30T04:30:30.000Z",30,4,30,30,"10-30 04:30","","freedomes,wear","","post"
"134470",100,477,"en","http://www.twitter.com/lifeonthecanal","lifeonthecanal","820","the river is high but thankfully did not flood. #schuylkill #river #hurricanesandy @ Mont Clare Bridge http://t.co/e6t1Ndhx","Instagram","40.13588458","-75.50767192","45","","http://twitter.com/lifeonthecanal/statuses/263341508353216512","","","","","","2012-10-30T18:08:02.000Z",30,18,8,2,"10-30 18:08","","schuylkill,river","","post"
"130472",241,412,"en","http://www.twitter.com/whoisAdalid","whoisAdalid","1373","We need to pray for all those who have been affected by Hurricane Sandy. May God be with them in this tough time.","Twitter for Android","38.2227425","-85.5481834","44","","http://twitter.com/whoisAdalid/statuses/263311107911979008","","","","","","2012-10-30T16:07:14.000Z",30,16,7,14,"10-30 16:07","0","","","post"
"64273",77,318,"es","http://www.twitter.com/Julian_aFa11","Julian_aFa11","581","Coincidencia o que? Por que Todos los fen?menos naturales tienen nombre de mujer. Ej: Hurac?n Sandy. Algo debe pasar hay.","Twitter for BlackBerry?","6.55522","-73.13811","37","","http://twitter.com/Julian_aFa11/statuses/262976509403353090","","","","","","2012-10-29T17:57:40.000Z",29,17,57,40,"10-29 17:57","","","","post"
"8055",1183,1100,"en","http://www.twitter.com/Ginger__Brooks","Ginger__Brooks","32366","""@RockDocInLV: Hurricane Sandy: Florida, North Carolina, New York Could All Feel Storm's Impact (PHOTOS) http://t.co/j1v9KhIY""","Twitter for Android","39.0451431","-94.1525324","56","","http://twitter.com/Ginger__Brooks/statuses/262095840657694720","","","","","","2012-10-27T07:38:12.000Z",27,7,38,12,"10-27 07:38","0","","RockDocInLV","post"
"197530",8100,1115,"en","http://www.twitter.com/JoeyBoots","JoeyBoots","15684","Volunteer &amp; donation locations for Red Hook -contact Rhonda Keyser @ tel: 646-644-0828 #HurricaneSandy #Sandy #RedHook #nyc #NY1sandy","Twitter for iPhone","40.68604226","-73.99761647","68","","http://twitter.com/JoeyBoots/statuses/265163851681652736","","","","","","2012-11-04T18:49:23.000Z",4,18,49,23,"11-04 18:49","0","HurricaneSandy,Sandy","","post"
"72036",770,541,"es","http://www.twitter.com/di2nog","di2nog","16272","@ayeurizarAyeee vos estas cerca de Sandy???","Twitter for Android","-25.3468006","-57.5776165","46","","http://twitter.com/di2nog/statuses/263004385532080128","","","","","","2012-10-29T19:48:26.000Z",29,19,48,26,"10-29 19:48","0","","","post"
"193877",572,362,"en","http://www.twitter.com/_HiBri","_HiBri","29964","Sandy nuh blow we weh","Twitter for iPhone","40.87454546","-73.85837067","42","","http://twitter.com/_HiBri/statuses/264875629588127744","","","","","","2012-11-03T23:44:05.000Z",3,23,44,5,"11-03 23:44","0","","","post"
"31664",66,181,"en","http://www.twitter.com/ImKelliD","ImKelliD","4314","In 40 weeks +\- there will be A LOT of babies probably named Sandy ??","Twitter for iPhone","39.56864194","-75.66907958","31","","http://twitter.com/ImKelliD/statuses/262691041344372736","","","","","","2012-10-28T23:03:19.000Z",28,23,3,19,"10-28 23:03","","","","post"
"171758",963,514,"en","http://www.twitter.com/vicnes7","vicnes7","68403","@ycpsandy @puspel still no water at Maluri..headache","Twitter for iPhone","3.13183275","101.7342483","46","http://twitter.com/ycpsandy/statuses/264252259980947457","http://twitter.com/vicnes7/statuses/264260279976742912","","","","","","2012-11-02T06:58:55.000Z",2,6,58,55,"11-02 06:58","","","ycpsandy,puspel","post"
"32724",212,524,"en","http://www.twitter.com/NOTASBURSATILES","NOTASBURSATILES","4929","#bolsas:""@UniNoticias: La bolsa de valores de NYsolo tendr? operaciones electr?nicas ma?ana. Cancelaron transacciones en el piso por #Sandy""","Twitter for Android","18.4642181","-69.9510519","23","","http://twitter.com/NOTASBURSATILES/statuses/262698660268232705","","","","","","2012-10-28T23:33:35.000Z",28,23,33,35,"10-28 23:33","","bolsas,Sandy","UniNoticias","post"
"103080",33,92,"en","http://www.twitter.com/dancinbabe89","dancinbabe89","1128","So I was hoping to lose power. I need this to work hurricane sandy!","Twitter for iPhone","39.46884798","-76.62107224","16","","http://twitter.com/dancinbabe89/statuses/263095612747161600","","","","","","2012-10-30T01:50:56.000Z",30,1,50,56,"10-30 01:50","","","","post"
"123585",182,284,"es","http://www.twitter.com/Marcela_JVs","Marcela_JVs","5858","Hallan cuerpo de uno de 2 tripulantes desaparecidos en la costas de NC tras el naufragio del barco de vela ""Bounty"" ocasionado por #Sandy?","Twitter for iPhone","35.80898627","-78.40165263","42","","http://twitter.com/Marcela_JVs/statuses/263264194621743105","","","","","","2012-10-30T13:00:49.000Z",30,13,0,49,"10-30 13:00","0","Sandy","","post"
"106334",98,458,"en","http://www.twitter.com/KingKevo90","KingKevo90","406","Chill hurricane sandy's bring sharks along with it","Twitter for iPhone","38.98846484","-76.86017079","21","","http://twitter.com/KingKevo90/statuses/263108361606819840","","","","","","2012-10-30T02:41:36.000Z",30,2,41,36,"10-30 02:41","","","","post"
"137966",72,174,"en","http://www.twitter.com/lucy__harris","lucy__harris","251","Lower Manhattan in darkness post #sandy  @ Brooklyn Bridge Park (Pier 6) -The Benches http://t.co/69zj9vhj","Instagram","40.69321305","-74.00119803","52","","http://twitter.com/lucy__harris/statuses/263373817521508352","","","","","","2012-10-30T20:16:26.000Z",30,20,16,26,"10-30 20:16","","sandy","","post"
"71058",133,164,"es","http://www.twitter.com/cristinita2509","cristinita2509","3536","Me parece increible el tema del #huracansandy en NY .... Cuanto da?o puede yegar ha hacer.... Impactantes las fotos qe se ven x aqi....","Twitter for Android","40.1886715","-3.67432883","40","","http://twitter.com/cristinita2509/statuses/263001048296341504","","","","","","2012-10-29T19:35:10.000Z",29,19,35,10,"10-29 19:35","0","huracansandy","","post"
"200200",66,71,"en","http://www.twitter.com/candie_babyy","candie_babyy","1308","@snooki im raising $$$ at my job for the ppl who suffered from Sandy !!","Twitter for Android","45.64432158","-122.6063295","36","http://twitter.com/snooki/statuses/265287358398738432","http://twitter.com/candie_babyy/statuses/265308625520689152","","","","","","2012-11-05T04:24:40.000Z",5,4,24,40,"11-05 04:24","","","snooki","post"
"145353",294,322,"en","http://www.twitter.com/MichaelMWalter","MichaelMWalter","1655","?@thinkprogress: Bush's FEMA director, Michael Brown, criticizes Obama for responding to Sandy too ""quickly"" http://t.co/92HQolpY ? #brownie","Twitter for iPhone","28.3710127","-81.51779028","45","","http://twitter.com/MichaelMWalter/statuses/263447761825984512","","","","","","2012-10-31T01:10:15.000Z",31,1,10,15,"10-31 01:10","0","brownie","thinkprogress","post"
"164168",45,223,"en","http://www.twitter.com/KristineBray","KristineBray","753","Listening to the radio. No cable/Internet. Feeling sad about our Jersey Shore ?? #njproblems #njsandy","Twitter for iPhone","40.06145439","-74.1389388","16","","http://twitter.com/KristineBray/statuses/263972205011013632","","","","","","2012-11-01T11:54:12.000Z",1,11,54,12,"11-01 11:54","","njproblems,njsandy","","post"
"195874",138,675,"en","http://www.twitter.com/LucyMcConnell","LucyMcConnell","98","Check out these before and after satellite shots of the hurricane... Devastating: http://t.co/YYMnKQD7","Twitter for iPhone","54.5723621","-5.95236572","28","","http://twitter.com/LucyMcConnell/statuses/265072760047427584","","","","","","2012-11-04T12:47:25.000Z",4,12,47,25,"11-04 12:47","","","","post"
"117262",88,382,"en","http://www.twitter.com/MelissaJayne23","MelissaJayne23","330","God its horrible to look at the images on what #HurricaneSandy has done to New York","Twitter for BlackBerry?","53.78332","-1.54639","25","","http://twitter.com/MelissaJayne23/statuses/263184412026494976","","","","","","2012-10-30T07:43:48.000Z",30,7,43,48,"10-30 07:43","","HurricaneSandy","","post"
"39418",858,828,"en","http://www.twitter.com/binghott","binghott","9235","That rendition of ""God Bless America"" is another clear sign of the end of the world. #Mayans #2012 #Sandy","Twitter for Android","40.7908017","-73.7140992","63","","http://twitter.com/binghott/statuses/262749167972134913","","","","","","2012-10-29T02:54:17.000Z",29,2,54,17,"10-29 02:54","0","Mayans,Sandy","","post"
"34662",238,157,"en","http://www.twitter.com/chacha_ouch","chacha_ouch","18408","I'm at Frankenstorm Apocalypse - Hurricane Sandy (New York, NY) w/ 3617 others http://t.co/cMJFX8zb","foursquare","40.75037809","-73.98124695","40","","http://twitter.com/chacha_ouch/statuses/262713572747010048","","","","","","2012-10-29T00:32:51.000Z",29,0,32,51,"10-29 00:32","","","","post"
"15092",84,318,"en","http://www.twitter.com/XoJess14","XoJess14","1988","@Sandy_Lynn_1991 well I need to get money if we do end up
Going","Twitter for iPhone","43.11981502","-75.28784375","38","http://twitter.com/Sandy_Lynn_1991/statuses/262418903764967426","http://twitter.com/XoJess14/statuses/262419323962933248","","","","","","2012-10-28T05:03:37.000Z",28,5,3,37,"10-28 05:03","","","Sandy_Lynn_1991","post"
"181284",321,106,"es","http://www.twitter.com/MarcoAlbuja","MarcoAlbuja","287","1/2 Toda la solidaridad del pueblo ecuatoriano con la hermana Rep?blica de Cuba, los destrozos causado por la tormenta Sandy son cuantiosos","Tweetbot for iOS","-0.21138614","-78.43595728","43","","http://twitter.com/MarcoAlbuja/statuses/264554920915652609","","","","","","2012-11-03T02:29:42.000Z",3,2,29,42,"11-03 02:29","0","","","post"
"146934",999,670,"en","http://www.twitter.com/marianne237","marianne237","3794","These people are truly incredible. What an amazing effort. http://t.co/HSRou0dF #sandy #healthcare #heroes","Zite Personalized Magazine","40.745618","-73.994261","49","","http://twitter.com/marianne237/statuses/263468779881762816","","","","","","2012-10-31T02:33:46.000Z",31,2,33,46,"10-31 02:33","0","sandy,healthcare","","post"
"121078",6389,6038,"en","http://www.twitter.com/yatown_news_am","yatown_news_am","91580","Hurricane Sandy - MA: City, town announcements -Turn to 10 http://t.co/mCajRGpU #LeonardCorner #EastProvidence #RI","Yatown Morning News","41.827583","-71.417669","49","","http://twitter.com/yatown_news_am/statuses/263244058581950464","","","","","","2012-10-30T11:40:49.000Z",30,11,40,49,"10-30 11:40","","LeonardCorner,EastProvidence","","post"
"138421",NA,0,"en","http://www.twitter.com/e02474201","e02474201","82","Superstorm Sandy xuo","dlvr.it","46.25768951","-109.4035156","","","http://twitter.com/e02474201/statuses/263378075104997376","","","","","","2012-10-30T20:33:21.000Z",30,20,33,21,"10-30 20:33","","","","post"
"130041",NA,202,"ja","http://www.twitter.com/Ryo_nyc","Ryo_nyc","2309","no way  #sandy #ny
 @ Dumbo http://t.co/8FyYEgQO","Instagram","40.70240703","-73.98875101","41","","http://twitter.com/Ryo_nyc/statuses/263308302706946048","","","","","","2012-10-30T15:56:06.000Z",30,15,56,6,"10-30 15:56","0","sandy,ny","","post"
"193117",24,36,"en","http://www.twitter.com/shu_rosaline","shu_rosaline","385","Dropped off clothing here for Hurricane Sandy victim. (@ The Corcoran Group, Brooklyn Heights) http://t.co/WZC7Wwfa","foursquare","40.69470263","-73.9941509","","","http://twitter.com/shu_rosaline/statuses/264838462228819968","","","","","","2012-11-03T21:16:24.000Z",3,21,16,24,"11-03 21:16","0","","","post"
"127528",149,138,"en","http://www.twitter.com/Houston_Hanners","Houston_Hanners","2333","Keeping everybody affected by Hurricane Sandy in my thoughts and prayers.","Twitter for iPhone","29.43585636","-95.10459193","42","","http://twitter.com/Houston_Hanners/statuses/263292289676349440","","","","","","2012-10-30T14:52:28.000Z",30,14,52,28,"10-30 14:52","","","","post"
